make,model,year,fuel,hp,cylinders,transmission,drive,doors,size,style,highway_mpg,city_mpg,popularity,price
Nissan,Sentra,2017,regular unleaded,130.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,35,27,2009,16990
Maybach,62,2011,premium unleaded (required),620.0,12.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,16,10,67,463000
Volvo,V60 Cross Country,2015,regular unleaded,250.0,5.0,AUTOMATIC,all wheel drive,4.0,Midsize,Wagon,28,20,870,41000
Chevrolet,Silverado 1500 Classic,2007,flex-fuel (unleaded/E85),295.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,18,13,1385,33395
Cadillac,Eldorado,2002,regular unleaded,300.0,8.0,AUTOMATIC,front wheel drive,2.0,Large,Coupe,25,16,1624,45265
Chevrolet,Traverse,2016,regular unleaded,281.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,22,15,1385,28700
Mazda,B-Series Pickup,1999,flex-fuel (unleaded/E85),150.0,6.0,MANUAL,four wheel drive,4.0,Compact,Extended Cab Pickup,20,16,586,3206
BMW,5 Series,2016,premium unleaded (required),240.0,4.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,34,23,3916,50200
Mercedes-Benz,300-Class,1992,regular unleaded,177.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,19,15,617,2207
Infiniti,I30,1999,regular unleaded,190.0,6.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,24,19,190,2433
Kia,Spectra,2007,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Wagon,32,23,1720,16995
Audi,A3,2016,premium unleaded (recommended),220.0,4.0,AUTOMATED_MANUAL,all wheel drive,2.0,Compact,Convertible,32,23,3105,43100
Cadillac,SRX,2014,regular unleaded,308.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,24,17,1624,42880
Infiniti,Q50,2017,premium unleaded (required),208.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,28,22,190,44300
Bentley,Brooklands,2009,premium unleaded (required),530.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,14,10,520,340990
Mercedes-Benz,E-Class,2016,premium unleaded (required),402.0,8.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,26,18,617,60300
Toyota,Prius,2015,regular unleaded,134.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,48,51,2031,25765
BMW,X4,2016,premium unleaded (required),360.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,25,18,3916,57800
Volvo,XC90,2016,premium unleaded (recommended),316.0,4.0,AUTOMATIC,all wheel drive,4.0,Large,4dr SUV,25,20,870,65700
Infiniti,Q50,2016,premium unleaded (required),208.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,28,22,190,35950
Ford,Taurus X,2009,regular unleaded,263.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Wagon,24,17,5657,31330
Lamborghini,Gallardo,2013,premium unleaded (required),570.0,10.0,AUTOMATED_MANUAL,all wheel drive,2.0,Compact,Coupe,20,13,1158,237600
Mercedes-Benz,CLA-Class,2016,premium unleaded (required),208.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,Midsize,Sedan,33,24,617,34050
GMC,Acadia,2015,regular unleaded,281.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,24,17,549,40820
Cadillac,Escalade ESV,2015,flex-fuel (unleaded/E85),420.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,21,15,1624,78695
Chevrolet,Tracker,2002,regular unleaded,127.0,4.0,MANUAL,rear wheel drive,4.0,Compact,4dr SUV,24,20,1385,16790
Volkswagen,Beetle Convertible,2014,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,2.0,Compact,Convertible,31,23,873,33795
Maserati,GranTurismo,2016,premium unleaded (required),454.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,21,13,238,150570
Buick,LaCrosse,2015,flex-fuel (unleaded/E85),304.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,26,17,155,38730
Chrysler,Sebring,2009,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,30,21,1013,20915
Mercedes-Benz,S-Class,2016,premium unleaded (required),449.0,8.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,26,16,617,98650
Honda,CR-Z,2016,regular unleaded,130.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,39,36,2202,22790
Mercedes-Benz,SLS AMG GT,2013,premium unleaded (required),583.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Convertible,19,13,617,206000
Volkswagen,Jetta SportWagen,2014,diesel,140.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,Wagon,39,29,873,27665
BMW,3 Series,2017,diesel,180.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Wagon,40,30,3916,44450
Pontiac,Grand Am,2004,regular unleaded,175.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,27,18,210,22280
Chevrolet,Silverado 1500,2015,flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,22,17,1385,42010
Lexus,IS 250,2015,premium unleaded (required),204.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,27,20,454,39085
Cadillac,Escalade EXT,2012,flex-fuel (premium unleaded recommended/E85),403.0,8.0,AUTOMATIC,all wheel drive,4.0,Large,Crew Cab Pickup,18,13,1624,63060
Audi,TT RS,2012,premium unleaded (required),360.0,5.0,MANUAL,all wheel drive,2.0,Compact,Coupe,25,18,3105,56850
Mercedes-Benz,CLK-Class,2007,premium unleaded (required),475.0,8.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,18,12,617,89200
Toyota,Corolla,2016,regular unleaded,132.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,37,29,2031,23125
Dodge,Ram Cargo,2003,regular unleaded,175.0,6.0,AUTOMATIC,rear wheel drive,3.0,Compact,Cargo Van,15,13,1851,20035
Toyota,ECHO,2003,regular unleaded,108.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,38,30,2031,10245
Buick,Encore,2016,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,33,25,155,29785
Porsche,968,1995,regular unleaded,236.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,24,15,1715,4723
FIAT,500e,2015,electric,253.21666853869482,0.0,DIRECT_DRIVE,front wheel drive,2.0,Compact,2dr Hatchback,108,122,819,31800
Plymouth,Voyager,1998,regular unleaded,150.0,4.0,AUTOMATIC,front wheel drive,3.0,Midsize,Passenger Minivan,24,18,535,2000
Chevrolet,Silverado 1500,2015,flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,24,18,1385,36390
Ford,Transit Connect,2017,flex-fuel (unleaded/E85),169.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Cargo Minivan,27,20,5657,24425
Bentley,Flying Spur,2015,premium unleaded (required),500.0,8.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,24,14,520,195100
Buick,Lucerne,2010,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,26,17,155,35730
Volvo,S70,2000,regular unleaded,190.0,5.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,23,16,870,2637
Honda,Passport,2001,regular unleaded,205.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,20,15,2202,24150
Volkswagen,Beetle,2016,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,31,24,873,27095
Ford,Expedition,2016,regular unleaded,365.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,21,15,5657,57795
Dodge,Ram Pickup 1500,2010,regular unleaded,390.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,18,13,1851,40495
Nissan,Titan,2014,regular unleaded,317.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,17,12,2009,39780
Honda,Odyssey,2016,regular unleaded,248.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,28,19,2202,37650
Audi,Cabriolet,1996,regular unleaded,172.0,6.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,22,17,3105,2631
Acura,TLX,2016,premium unleaded (recommended),290.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,34,21,204,42600
Nissan,370Z,2015,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,26,19,2009,38370
Ford,F-150,2016,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,21,15,5657,38325
Volkswagen,Routan,2012,flex-fuel (unleaded/E85),283.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,25,17,873,27020
GMC,Sierra 1500 Classic,2007,flex-fuel (unleaded/E85),295.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,19,14,549,32690
Ford,Edge,2017,premium unleaded (recommended),245.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,27,20,5657,30945
Hyundai,Elantra GT,2015,regular unleaded,173.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,34,24,1439,18800
Suzuki,Equator,2010,regular unleaded,152.0,4.0,MANUAL,rear wheel drive,4.0,Compact,Extended Cab Pickup,23,19,481,17520
Plymouth,Laser,1992,regular unleaded,195.0,4.0,MANUAL,all wheel drive,2.0,Compact,2dr Hatchback,23,18,535,2000
Ford,Thunderbird,2004,premium unleaded (required),280.0,8.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Convertible,21,15,5657,37435
Dodge,Dynasty,1992,regular unleaded,141.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,24,18,1851,2000
Suzuki,Forenza,2008,regular unleaded,127.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Wagon,27,19,481,17689
Infiniti,Q50,2016,premium unleaded (required),400.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,26,20,190,47950
Chrysler,300,2016,regular unleaded,300.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,31,19,1013,36090
Cadillac,XLR-V,2009,premium unleaded (required),443.0,8.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,23,14,1624,104215
Hyundai,Accent,2014,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,37,27,1439,17395
Nissan,Murano,2017,regular unleaded,260.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,28,21,2009,38730
Nissan,Van,1990,regular unleaded,106.0,4.0,AUTOMATIC,rear wheel drive,3.0,Compact,Passenger Minivan,19,15,2009,2000
Ford,Contour SVT,2000,regular unleaded,200.0,6.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,27,18,5657,2937
Hyundai,Elantra Coupe,2013,regular unleaded,145.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Coupe,37,27,1439,18595
Nissan,370Z,2015,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,24,17,2009,45270
Chevrolet,Black Diamond Avalanche,2013,flex-fuel (unleaded/E85),320.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,21,15,1385,35980
Kia,Rondo,2007,regular unleaded,182.0,6.0,AUTOMATIC,front wheel drive,4.0,Compact,Wagon,25,18,1720,20195
Mazda,Tribute,2010,regular unleaded,171.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,26,20,586,24200
Volvo,C70,2013,regular unleaded,227.0,5.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,28,19,870,41200
Mazda,CX-9,2016,regular unleaded,227.0,4.0,AUTOMATIC,front wheel drive,4.0,Large,4dr SUV,28,22,586,40170
Chevrolet,Corvette Stingray,2014,premium unleaded (recommended),455.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,29,17,1385,57000
Cadillac,Fleetwood,1994,regular unleaded,260.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,23,15,1624,2000
Acura,Integra,2000,regular unleaded,140.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,28,22,204,3012
Ford,Transit Wagon,2016,flex-fuel (unleaded/E85),275.0,6.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Passenger Van,19,14,5657,36825
Cadillac,CTS,2017,premium unleaded (recommended),268.0,4.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,30,22,1624,51695
Pontiac,G5,2007,regular unleaded,173.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,31,22,210,18425
Hyundai,Excel,1993,regular unleaded,81.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,33,25,1439,2000
Volvo,C70,2012,premium unleaded (recommended),227.0,5.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,28,18,870,40450
Suzuki,Kizashi,2012,regular unleaded,185.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,31,21,481,18999
Chevrolet,Tracker,2002,regular unleaded,127.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible SUV,24,20,1385,16100
GMC,Jimmy,1999,regular unleaded,190.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,19,14,549,2554
Mazda,3,2016,regular unleaded,184.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,35,26,586,25445
Acura,Integra,2000,regular unleaded,195.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,28,22,204,7398
Ford,F-150,2016,regular unleaded,325.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,23,18,5657,45845
Land Rover,Discovery Series II,2002,premium unleaded (required),188.0,8.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,16,12,258,33350
Oldsmobile,Cutlass Supreme,1995,regular unleaded,160.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,26,17,26,2000
Subaru,Legacy,2016,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,36,26,640,26845
Acura,ZDX,2012,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr Hatchback,23,16,204,46120
Lincoln,MKZ,2015,regular unleaded,231.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,31,22,61,47445
Bentley,Continental Supersports,2012,flex-fuel (premium unleaded required/E85),621.0,12.0,AUTOMATIC,all wheel drive,2.0,Midsize,Coupe,19,12,520,267000
Buick,Regal,2016,premium unleaded (recommended),259.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,27,19,155,36490
Toyota,RAV4,2016,regular unleaded,176.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,31,24,2031,29265
Buick,Terraza,2005,regular unleaded,200.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Passenger Minivan,21,15,155,30990
Kia,Spectra,2008,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,30,23,1720,14895
Volvo,XC60,2015,regular unleaded,300.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,24,17,870,41550
Hyundai,Sonata,2017,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36,25,1439,27150
Chevrolet,Equinox,2015,regular unleaded,182.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,32,22,1385,28170
Hyundai,Tiburon,2006,regular unleaded,138.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,28,21,1439,16095
Nissan,Frontier,2017,regular unleaded,261.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Extended Cab Pickup,21,15,2009,32580
Ford,F-150,2015,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,21,15,5657,37815
Nissan,350Z,2007,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,24,17,2009,40250
Toyota,Tacoma,2015,regular unleaded,236.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Extended Cab Pickup,21,16,2031,27235
Subaru,WRX,2015,premium unleaded (recommended),268.0,4.0,MANUAL,all wheel drive,4.0,Compact,Sedan,28,21,640,29995
Chrysler,Crossfire,2006,premium unleaded (required),215.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,23,15,1013,38545
Nissan,350Z,2009,regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,23,17,2009,37870
Lincoln,Navigator,2015,regular unleaded,365.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,22,16,61,61480
Infiniti,Q60 Coupe,2017,premium unleaded (recommended),208.0,4.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,30,22,190,38950
Dodge,Dakota,2008,regular unleaded,210.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,18,14,1851,30780
Ford,Ranger,2010,regular unleaded,207.0,6.0,MANUAL,four wheel drive,4.0,Compact,Extended Cab Pickup,19,15,5657,25800
Chevrolet,C/K 1500 Series,1997,regular unleaded,200.0,6.0,MANUAL,four wheel drive,2.0,Large,Extended Cab Pickup,18,14,1385,3220
Ferrari,360,2004,premium unleaded (required),400.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Coupe,15,10,2774,157767
Dodge,Ram 50 Pickup,1992,regular unleaded,115.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Regular Cab Pickup,22,17,1851,2000
Cadillac,CTS Wagon,2014,regular unleaded,318.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Wagon,26,18,1624,51695
Infiniti,EX,2012,premium unleaded (recommended),297.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,24,17,190,38100
Chevrolet,Cobalt,2008,regular unleaded,173.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,32,22,1385,19695
Buick,Riviera,1998,regular unleaded,240.0,6.0,AUTOMATIC,front wheel drive,2.0,Large,Coupe,25,16,155,2155
Land Rover,LR2,2015,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,24,17,258,39100
Volkswagen,GLI,2008,premium unleaded (required),200.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,29,20,873,24300
Audi,Q3,2017,premium unleaded (recommended),200.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,28,20,3105,33900
Lincoln,Mark LT,2007,regular unleaded,300.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,16,12,61,38125
Toyota,Supra,1996,regular unleaded,220.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,22,16,2031,14977
Toyota,Tundra,2015,regular unleaded,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,17,13,2031,40685
Volvo,XC60,2016,regular unleaded,250.0,5.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,26,19,870,45650
Audi,Q7,2014,premium unleaded (required),280.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,4dr SUV,22,16,3105,53700
Hyundai,Veracruz,2010,regular unleaded,260.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,22,16,1439,30045
Dodge,Nitro,2011,regular unleaded,260.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,21,16,1851,26245
Ford,Transit Connect,2017,flex-fuel (unleaded/E85),169.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Cargo Minivan,27,20,5657,22900
Dodge,Ram Pickup 1500,2009,flex-fuel (unleaded/E85),310.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,19,14,1851,31880
Lotus,Exige,2011,premium unleaded (recommended),240.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,26,20,613,65690
Nissan,350Z,2008,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,25,18,2009,28510
Plymouth,Laser,1993,regular unleaded,135.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,26,19,535,2000
Chevrolet,Silverado 1500,2015,flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,four wheel drive,2.0,Large,Regular Cab Pickup,22,17,1385,32395
Suzuki,Forenza,2006,regular unleaded,126.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Wagon,27,19,481,15399
Mitsubishi,Eclipse,2011,premium unleaded (recommended),265.0,6.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,25,17,436,29089
Mitsubishi,Eclipse Spyder,2012,regular unleaded,162.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,27,20,436,28299
Ford,Crown Victoria,2011,flex-fuel (unleaded/E85),239.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,24,16,5657,29905
Land Rover,Range Rover Sport,2014,flex-fuel (premium unleaded required/E85),340.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,23,17,258,67600
Nissan,Titan,2017,regular unleaded,390.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,21,15,2009,49460
Chevrolet,Express,2015,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,rear wheel drive,3.0,Large,Passenger Van,17,11,1385,36355
Mazda,CX-7,2012,premium unleaded (recommended),244.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,24,18,586,26455
Kia,Amanti,2009,regular unleaded,264.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,24,17,1720,26045
Ford,Mustang SVT Cobra,1998,regular unleaded,305.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,24,16,5657,3654
Ford,Escape,2016,premium unleaded (recommended),178.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,29,22,5657,31745
Ford,F-150,2016,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,four wheel drive,2.0,Large,Regular Cab Pickup,23,17,5657,35630
Mazda,CX-5,2014,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,32,25,586,24815
Plymouth,Colt,1994,regular unleaded,92.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,35,28,535,2000
Honda,Odyssey,2016,regular unleaded,248.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,28,19,2202,32550
Bentley,Arnage,2009,premium unleaded (required),450.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,14,10,520,224990
Nissan,200SX,1996,regular unleaded,140.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,29,21,2009,2000
Saab,900,1997,regular unleaded,170.0,6.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,23,17,376,2117
Subaru,WRX,2017,premium unleaded (recommended),268.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,Sedan,24,18,640,32195
Chevrolet,Silverado 1500 Classic,2007,regular unleaded,285.0,8.0,AUTOMATIC,four wheel drive,2.0,Large,Regular Cab Pickup,18,14,1385,26975
Ford,Focus,2017,flex-fuel (unleaded/E85),160.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,40,27,5657,21675
Ford,Five Hundred,2006,regular unleaded,203.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,26,19,5657,26380
Kia,Forte,2017,regular unleaded,164.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,34,25,1720,18090
Toyota,Tacoma,2017,regular unleaded,278.0,6.0,MANUAL,four wheel drive,4.0,Compact,Crew Cab Pickup,20,17,2031,33075
Mitsubishi,Mirage,2017,regular unleaded,78.0,3.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,41,33,436,14795
Ferrari,California,2014,premium unleaded (required),483.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Convertible,19,13,2774,198190
Ford,Taurus X,2009,regular unleaded,263.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Wagon,24,17,5657,32325
GMC,Sierra 1500,2015,regular unleaded,355.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,22,16,549,46810
Volvo,XC60,2015,regular unleaded,240.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,25,18,870,41750
GMC,Acadia,2017,regular unleaded,310.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,25,18,549,44920
Honda,Civic,2017,regular unleaded,158.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,40,31,2202,21140
Ford,Escape Hybrid,2009,regular unleaded,177.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,31,34,5657,31975
Dodge,Charger,2015,premium unleaded (recommended),707.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,22,13,1851,62295
Acura,TSX,2012,premium unleaded (recommended),201.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,31,22,204,33110
Infiniti,M45,2009,premium unleaded (required),325.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,21,16,190,52150
Nissan,Sentra,2016,regular unleaded,130.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,40,30,2009,18160
Rolls-Royce,Ghost,2012,premium unleaded (required),563.0,12.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,20,13,86,250000
Aston Martin,V8 Vantage,2016,premium unleaded (required),430.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,19,13,259,135795
Nissan,Frontier,2016,regular unleaded,261.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,21,15,2009,34360
Infiniti,Q70,2014,premium unleaded (required),420.0,8.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,23,16,190,64600
Aston Martin,V8 Vantage,2016,premium unleaded (required),430.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,19,13,259,121295
